"FL_DATE","AIRLINE_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEP_TIME","DEP_DELAY_NEW","DEP_DEL15","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CANCELLATION_CODE","DIVERTED","AIR_TIME","FLIGHTS","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2017-10-25,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0555",0.00,0.00,"0700",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-10-26,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1948",0.00,0.00,"2057",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-10-26,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0559",0.00,0.00,"0713",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2017-10-27,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1945",0.00,0.00,"2052",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2017-10-27,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0557",0.00,0.00,"0703",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-10-28,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0552",0.00,0.00,"0712",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-10-29,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1957",7.00,0.00,"2104",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2017-10-29,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1314",0.00,0.00,"1414",0.00,0.00,0.00,"",0.00,44.00,1.00,300.00,,,,,,
2017-10-29,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1503",0.00,0.00,"1608",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-10-30,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1948",0.00,0.00,"2055",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-10-30,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0554",0.00,0.00,"0659",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-10-31,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1946",0.00,0.00,"2048",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-10-31,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0603",3.00,0.00,"0711",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2017-11-01,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1943",0.00,0.00,"2045",0.00,0.00,0.00,"",0.00,44.00,1.00,300.00,,,,,,
2017-11-01,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0556",0.00,0.00,"0705",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2017-11-02,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1945",0.00,0.00,"2046",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2017-11-02,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0554",0.00,0.00,"0659",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-11-03,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1947",0.00,0.00,"2050",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2017-11-03,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0553",0.00,0.00,"0659",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-11-03,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1101",0.00,0.00,"1212",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2017-11-03,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1251",0.00,0.00,"1405",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2017-11-04,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2227",0.00,0.00,"2327",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2017-11-04,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0557",0.00,0.00,"0701",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-11-05,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2151",0.00,0.00,"2255",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2017-11-05,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0702",2.00,0.00,"0815",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2017-11-05,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1322",0.00,0.00,"1422",0.00,0.00,0.00,"",0.00,44.00,1.00,300.00,,,,,,
2017-11-05,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1517",0.00,0.00,"1628",0.00,0.00,0.00,"",0.00,55.00,1.00,300.00,,,,,,
2017-11-06,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1323",0.00,0.00,"1429",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-11-06,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1511",0.00,0.00,"1624",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-11-06,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2151",0.00,0.00,"2254",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2017-11-06,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0558",0.00,0.00,"0701",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-11-07,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2150",0.00,0.00,"2253",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2017-11-07,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0554",0.00,0.00,"0700",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-11-07,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1331",4.00,0.00,"1430",0.00,0.00,0.00,"",0.00,43.00,1.00,300.00,,,,,,
2017-11-07,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1506",0.00,0.00,"1618",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-11-08,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1959",0.00,0.00,"2114",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2017-11-08,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0557",0.00,0.00,"0705",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-11-08,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1327",0.00,0.00,"1437",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-11-08,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1518",0.00,0.00,"1628",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2017-11-09,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2030",31.00,1.00,"2137",22.00,1.00,0.00,"",0.00,45.00,1.00,300.00,11.00,0.00,0.00,0.00,11.00,
2017-11-09,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0555",0.00,0.00,"0709",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2017-11-09,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1319",0.00,0.00,"1425",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-11-09,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1514",0.00,0.00,"1625",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-11-10,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0600",0.00,0.00,"0713",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-11-10,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1406",39.00,1.00,"1520",36.00,1.00,0.00,"",0.00,45.00,1.00,300.00,0.00,0.00,0.00,0.00,36.00,
2017-11-10,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1548",29.00,1.00,"1709",31.00,1.00,0.00,"",0.00,53.00,1.00,300.00,0.00,0.00,2.00,0.00,29.00,
2017-11-10,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1955",0.00,0.00,"2101",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2017-11-11,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1322",0.00,0.00,"1428",0.00,0.00,0.00,"",0.00,44.00,1.00,300.00,,,,,,
2017-11-11,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1515",0.00,0.00,"1625",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-11-11,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1857",0.00,0.00,"1958",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-11-11,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0557",0.00,0.00,"0705",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-11-12,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1957",0.00,0.00,"2100",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2017-11-12,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0717",17.00,1.00,"0827",11.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-11-12,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1321",0.00,0.00,"1422",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2017-11-12,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1515",0.00,0.00,"1634",0.00,0.00,0.00,"",0.00,54.00,1.00,300.00,,,,,,
2017-11-13,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1321",0.00,0.00,"1429",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2017-11-13,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1508",0.00,0.00,"1629",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-11-13,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1955",0.00,0.00,"2101",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-11-13,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0600",0.00,0.00,"0719",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-11-14,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1323",0.00,0.00,"1426",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-11-14,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1514",0.00,0.00,"1632",0.00,0.00,0.00,"",0.00,58.00,1.00,300.00,,,,,,
2017-11-14,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1954",0.00,0.00,"2055",0.00,0.00,0.00,"",0.00,41.00,1.00,300.00,,,,,,
2017-11-14,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0555",0.00,0.00,"0705",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-11-15,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2030",31.00,1.00,"2133",18.00,1.00,0.00,"",0.00,44.00,1.00,300.00,18.00,0.00,0.00,0.00,0.00,
2017-11-15,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0555",0.00,0.00,"0705",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-11-15,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1323",0.00,0.00,"1430",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-11-15,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1514",0.00,0.00,"1621",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-11-16,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1954",0.00,0.00,"2106",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2017-11-16,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0556",0.00,0.00,"0658",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-11-16,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1323",0.00,0.00,"1422",0.00,0.00,0.00,"",0.00,43.00,1.00,300.00,,,,,,
2017-11-16,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1509",0.00,0.00,"1613",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-11-17,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1957",0.00,0.00,"2057",0.00,0.00,0.00,"",0.00,41.00,1.00,300.00,,,,,,
2017-11-17,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0559",0.00,0.00,"0716",0.00,0.00,0.00,"",0.00,56.00,1.00,300.00,,,,,,
2017-11-17,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1323",0.00,0.00,"1421",0.00,0.00,0.00,"",0.00,43.00,1.00,300.00,,,,,,
2017-11-17,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1513",0.00,0.00,"1622",0.00,0.00,0.00,"",0.00,55.00,1.00,300.00,,,,,,
2017-11-18,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1354",27.00,1.00,"1453",10.00,0.00,0.00,"",0.00,43.00,1.00,300.00,,,,,,
2017-11-18,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1523",4.00,0.00,"1631",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-11-18,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1858",0.00,0.00,"2005",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-11-18,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0557",0.00,0.00,"0715",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2017-11-19,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1957",0.00,0.00,"2105",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-11-19,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0655",0.00,0.00,"0803",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2017-11-20,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1957",0.00,0.00,"2103",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-11-20,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0556",0.00,0.00,"0710",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2017-11-21,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1958",0.00,0.00,"2113",0.00,0.00,0.00,"",0.00,57.00,1.00,300.00,,,,,,
2017-11-21,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0556",0.00,0.00,"0705",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-11-21,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1323",0.00,0.00,"1431",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-11-21,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1514",0.00,0.00,"1620",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-11-22,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1324",0.00,0.00,"1430",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-11-22,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1511",0.00,0.00,"1618",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2017-11-22,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1956",0.00,0.00,"2114",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2017-11-22,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0557",0.00,0.00,"0659",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-11-23,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0557",0.00,0.00,"0708",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-11-24,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1956",0.00,0.00,"2056",0.00,0.00,0.00,"",0.00,41.00,1.00,300.00,,,,,,
2017-11-25,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1322",0.00,0.00,"1424",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-11-25,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1519",0.00,0.00,"1626",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-11-25,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1958",0.00,0.00,"2125",10.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-11-25,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0553",0.00,0.00,"0659",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-11-26,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1318",0.00,0.00,"1429",0.00,0.00,0.00,"",0.00,54.00,1.00,300.00,,,,,,
2017-11-26,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1517",0.00,0.00,"1622",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-11-26,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1954",0.00,0.00,"2102",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-11-26,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0556",0.00,0.00,"0659",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-11-27,20366,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1327",0.00,0.00,"1423",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2017-11-27,20366,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1518",0.00,0.00,"1622",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-11-27,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1951",0.00,0.00,"2053",0.00,0.00,0.00,"",0.00,43.00,1.00,300.00,,,,,,
2017-11-27,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0557",0.00,0.00,"0700",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-11-28,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1953",0.00,0.00,"2109",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-11-28,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0600",0.00,0.00,"0708",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-11-28,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1324",0.00,0.00,"1427",0.00,0.00,0.00,"",0.00,43.00,1.00,300.00,,,,,,
2017-11-28,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1514",0.00,0.00,"1629",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2017-11-29,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1955",0.00,0.00,"2105",0.00,0.00,0.00,"",0.00,44.00,1.00,300.00,,,,,,
2017-11-29,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0558",0.00,0.00,"0713",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2017-11-29,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1321",0.00,0.00,"1421",0.00,0.00,0.00,"",0.00,43.00,1.00,300.00,,,,,,
2017-11-29,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1517",0.00,0.00,"1623",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-11-30,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1957",0.00,0.00,"2106",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-11-30,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0601",0.00,0.00,"0715",0.00,0.00,0.00,"",0.00,55.00,1.00,300.00,,,,,,
2017-11-30,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1324",0.00,0.00,"1424",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2017-11-30,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1513",0.00,0.00,"1629",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-12-01,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1954",0.00,0.00,"2101",0.00,0.00,0.00,"",0.00,43.00,1.00,300.00,,,,,,
2017-12-01,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0558",0.00,0.00,"0709",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2017-12-01,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1401",33.00,1.00,"1507",27.00,1.00,0.00,"",0.00,44.00,1.00,300.00,27.00,0.00,0.00,0.00,0.00,
2017-12-01,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1544",24.00,1.00,"1650",6.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-12-02,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1854",0.00,0.00,"1953",0.00,0.00,0.00,"",0.00,42.00,1.00,300.00,,,,,,
2017-12-02,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0602",0.00,0.00,"0715",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2017-12-03,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2217",0.00,0.00,"2317",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-12-03,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0655",0.00,0.00,"0809",0.00,0.00,0.00,"",0.00,56.00,1.00,300.00,,,,,,
2017-12-03,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1325",0.00,0.00,"1431",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-12-03,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1515",0.00,0.00,"1635",0.00,0.00,0.00,"",0.00,54.00,1.00,300.00,,,,,,
2017-12-04,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2002",3.00,0.00,"2103",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2017-12-04,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0601",0.00,0.00,"0708",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-12-04,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1327",0.00,0.00,"1429",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2017-12-04,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1518",0.00,0.00,"1641",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2017-12-05,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1954",0.00,0.00,"2101",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2017-12-05,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0603",0.00,0.00,"0715",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-12-05,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1325",0.00,0.00,"1429",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-12-05,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1513",0.00,0.00,"1622",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-12-06,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1955",0.00,0.00,"2110",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-12-06,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0601",0.00,0.00,"0707",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2017-12-06,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1326",0.00,0.00,"1428",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-12-06,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1521",1.00,0.00,"1647",3.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2017-12-07,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1955",0.00,0.00,"2104",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2017-12-07,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0614",9.00,0.00,"0721",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2017-12-07,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1338",10.00,0.00,"1437",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2017-12-07,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1522",2.00,0.00,"1658",14.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2017-12-08,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","",,,"",,,1.00,"B",0.00,,1.00,300.00,,,,,,
2017-12-08,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0600",0.00,0.00,"0704",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
